x0,y0
658,1318
572,1318
728,1346
796,1346
718,1364
800,1374
550,1393
819,1423
901,1434
801,1442
638,1452
723,1458
529,1475
805,1511
887,1517
613,1538
704,1539
513,1543
702,1587
791,1589
869,1614
587,1629
678,1636
699,1663
779,1667
770,1703
848,1701
656,1710
572,1709
