x0,y0
304,47
1236,64
774,289
492,338
1055,345
773,459
492,478
1054,483
774,575
493,614
1052,621
771,693
493,753
1050,759
770,810
493,890
1049,897
770,925
493,1025
1048,1031
768,1039
662,1057
841,1059
940,1064
655,1157
837,1160
943,1162
492,1163
1046,1167
654,1278
835,1292
939,1292
490,1295
1046,1302
655,1336
938,1347
494,1365
1045,1366
833,1367
306,1374
1227,1387
