x0,y0
460,69
1373,113
887,313
633,361
1184,380
885,474
631,497
1183,508
882,596
628,635
1178,645
879,710
625,773
1176,784
877,824
624,906
1175,916
873,943
620,1046
1175,1051
870,1055
770,1078
962,1082
1053,1084
768,1168
617,1172
959,1172
1058,1180
1168,1185
761,1291
613,1305
953,1304
1051,1305
1164,1317
764,1346
1051,1361
614,1375
955,1381
1165,1384
443,1396
1352,1403
