x0,y0
1225,1274
1296,1276
1349,1305
1412,1311
1430,1325
1502,1333
1201,1354
1536,1388
1599,1395
1505,1404
1395,1411
1467,1414
1171,1431
1517,1471
1583,1482
1360,1495
1154,1502
1436,1501
1435,1542
1510,1547
1562,1573
1325,1584
1400,1593
1434,1624
1507,1622
1292,1660
1473,1657
1537,1659
1367,1664
4,2011
42,2014
71,2026
61,2034
104,2107
