"Run 1:Time(s)","Run 1:Position(m)","Run 1:Velocity(m/s)","Run 1:Acceleration(m/s^2)","Run 1:Position 1(m)","Run 1:Velocity 1(m/s)","Run 1:Acceleration 1(m/s^2)","Run 2:Time(s)","Run 2:Position(m)","Run 2:Velocity(m/s)","Run 2:Acceleration(m/s^2)","Run 2:Position 1(m)","Run 2:Velocity 1(m/s)","Run 2:Acceleration 1(m/s^2)","Run 3:Time(s)","Run 3:Position(m)","Run 3:Velocity(m/s)","Run 3:Acceleration(m/s^2)","Run 3:Position 1(m)","Run 3:Velocity 1(m/s)","Run 3:Acceleration 1(m/s^2)","Run 4:Time(s)","Run 4:Position(m)","Run 4:Velocity(m/s)","Run 4:Acceleration(m/s^2)","Run 4:Position 1(m)","Run 4:Velocity 1(m/s)","Run 4:Acceleration 1(m/s^2)","Run 5:Time(s)","Run 5:Position(m)","Run 5:Velocity(m/s)","Run 5:Acceleration(m/s^2)","Run 5:Position 1(m)","Run 5:Velocity 1(m/s)","Run 5:Acceleration 1(m/s^2)","Run 6:Time(s)","Run 6:Position(m)","Run 6:Velocity(m/s)","Run 6:Acceleration(m/s^2)","Run 6:Position 1(m)","Run 6:Velocity 1(m/s)","Run 6:Acceleration 1(m/s^2)","Run 7:Time(s)","Run 7:Position(m)","Run 7:Velocity(m/s)","Run 7:Acceleration(m/s^2)","Run 7:Position 1(m)","Run 7:Velocity 1(m/s)","Run 7:Acceleration 1(m/s^2)","Run 8:Time(s)","Run 8:Position(m)","Run 8:Velocity(m/s)","Run 8:Acceleration(m/s^2)","Run 8:Position 1(m)","Run 8:Velocity 1(m/s)","Run 8:Acceleration 1(m/s^2)","Run 9:Time(s)","Run 9:Position(m)","Run 9:Velocity(m/s)","Run 9:Acceleration(m/s^2)","Run 9:Position 1(m)","Run 9:Velocity 1(m/s)","Run 9:Acceleration 1(m/s^2)"
0,0.25004700000000002,0.010099444444444414,0.008151543209878237,0.26891199999999998,-0.0022866666666665481,0.025248611111109803,0,0.17887450000000002,-0.00019055555555557653,0.038386358024690204,0.26754,0.001714999999999911,-0.037031296296295459,0,0.24918950000000001,-0.044780555555555733,0.39552981481481514,0.27354250000000002,-0.092610000000000636,2.6632997222222277,0,0.27988799999999997,-0.074507222222222003,-0.20446611111111149,0.17784549999999999,0.0089561111111111699,-0.046887253086419257,0,0.28777700000000001,0.071839444444444664,-0.38123814814815099,0.28126000000000001,-0.031251111111111465,0.3954239506172883,0,0.323106,0.020961111111110767,-0.66902996913579582,0.29600900000000002,-0.0038111111111112836,-0.19214351851851752,0,0.44212699999999999,0.26887388888888913,-0.5268225925925959,0.24473050000000002,-0.23019111111111148,-0.19418669753086185,0,0.36460899999999996,0.050116111111111909,0.28074126543209071,0.33579700000000001,-0.061930555555555489,-0.31676685185185643,0,0.42171849999999994,0.10099444444444526,0.028466882716039726,0.28417550000000003,-0.057928888888889647,-0.4507379938271508
0.049999999999999996,0.25021850000000001,0.013624722222222318,-0.070637885802468534,0.26874049999999999,-0.0010004166666666148,0.022310879629628497,0.049999999999999996,0.17887450000000002,0.0010480555555554857,0.057844197530863097,0.26771149999999999,-0.0002858333333333648,-0.032918472222221599,0.049999999999999996,0.2461025,-0.024391111111111304,0.35700583333333452,0.26033699999999999,0.076460416666666239,1.6424618518518574,0.049999999999999996,0.27645799999999998,-0.083844444444444235,-0.22396629629629713,0.17835999999999999,0.0071934722222223198,-0.063952561728394974,0.049999999999999996,0.29172150000000002,0.057357222222222289,-0.47800861111111348,0.27851599999999999,-0.0070505555555557152,0.29208461419753501,0.049999999999999996,0.32602149999999996,-0.017674027777777695,-0.50947674382715646,0.29618050000000001,-0.01333888888888903,-0.16729189814814679,0.049999999999999996,0.45670450000000001,0.24191027777777785,-0.47899314814815047,0.233926,-0.24357763888888917,-0.066080432098762742,0.049999999999999996,0.36666700000000002,0.062645138888889243,0.31911174382715407,0.33322450000000003,-0.076126944444444705,-0.36288129629629812,0.049999999999999996,0.42669200000000002,0.1032334722222224,0.018378024691352402,0.28228899999999996,-0.081700694444444596,-0.39509047839505512
0.099999999999999992,0.25193350000000003,0.0085750000000001103,-0.16425888888888973,0.26874049999999999,0.00057166666666663701,0.013450046296295733,0.099999999999999992,0.17887450000000002,0.0032584999999998401,0.083653888888888292,0.26754,-0.0017721666666666673,-0.026264907407407039,0.099999999999999992,0.24593099999999998,-0.0037730000000001109,0.26312546296296502,0.28228899999999996,0.14371699999999996,0.20467254629630116,0.099999999999999992,0.27199899999999999,-0.095068166666666468,-0.24416518518518693,0.178703,0.0032585000000000899,-0.076968564814815246,0.099999999999999992,0.29515150000000001,0.027211333333333327,-0.53508000000000222,0.28091699999999997,0.0019436666666668434,0.18023379629629899,0.099999999999999992,0.32173400000000002,-0.04396116666666644,-0.23287476851851782,0.295323,-0.025153333333333378,-0.085241851851850278,0.099999999999999992,0.46750900000000001,0.21306016666666652,-0.35706935185185201,0.22037749999999998,-0.24816050000000009,0.15960615740740999,0.099999999999999992,0.37009700000000001,0.080490666666666641,0.36086458333332971,0.32893699999999998,-0.09598283333333367,-0.40689962962962745,0.099999999999999992,0.43235149999999994,0.10021316666666664,0.03307726851851811,0.27680100000000002,-0.10370033333333324,-0.27711541666666406
0.14999999999999999,0.25193350000000003,-0.0097183333333333861,-0.14249320987654443,0.26891199999999998,0.00028583333333331856,0.0054255401234570748,0.14999999999999999,0.178703,0.012862499999999796,0.047490679012346708,0.26754,-0.0031441666666667811,-0.015329135802467392,0.14999999999999999,0.24644549999999998,0.0046686111111111771,0.12647595679012527,0.28280349999999999,0.073745000000000185,-0.80213831790123258,0.14999999999999999,0.26736850000000001,-0.11280888888888885,-0.18821595679012604,0.178703,-0.00028583333333327254,-0.08137251543209971,0.14999999999999999,0.29480850000000003,-0.0070505555555557464,-0.39087179012345802,0.27885900000000002,0.0072411111111113221,0.12838151234567866,0.14999999999999999,0.31984750000000001,-0.038682777777777753,0.033458379629629054,0.29309350000000001,-0.026963611111111046,0.078339506172840329,0.14999999999999999,0.47676999999999997,0.20484722222222229,-0.23077336419752906,0.20785799999999999,-0.23057222222222215,0.43896060185185287,0.14999999999999999,0.37472749999999999,0.098898333333333324,0.39541865740740662,0.32379199999999997,-0.11709638888888878,-0.44078675925925581,0.14999999999999999,0.43595299999999998,0.10880722222222261,0.014307546296296929,0.27114149999999998,-0.11233249999999999,-0.11115211419753057
0.19999999999999998,0.25004700000000002,-0.012671944444444529,0.0023290123456786902,0.26874049999999999,0.00047638888888889506,0.0074898919753096605,0.19999999999999998,0.18058949999999999,0.013719999999999984,-0.085940555555553688,0.26719699999999996,-0.0039063888888886868,0.0071881790123479701,0.19999999999999998,0.24678849999999999,0.0057166666666668324,0.041435246913580227,0.28811999999999999,0.0167688888888891,-0.94513967592592707,0.19999999999999998,0.259994,-0.11776333333333351,-0.063232685185186363,0.17904600000000001,-0.0089561111111111421,-0.0074687191358032831,0.19999999999999998,0.29360799999999998,-0.023628888888889057,-0.030954691358024238,0.28126000000000001,0.017435833333333293,0.036565493827160019,0.19999999999999998,0.3188185,-0.041826944444444347,0.33366807098765378,0.29189300000000001,-0.014768055555555467,0.20151249999999929,0.19999999999999998,0.48774600000000001,0.19970222222222248,-0.30052728395061717,0.196882,-0.20065500000000003,0.67579998456790147,0.19999999999999998,0.3798725,0.12071694444444457,0.4096997376543195,0.31761800000000001,-0.14596555555555532,-0.37511919753086342,0.19999999999999998,0.44384200000000001,0.10690166666666691,-0.092308287037038958,0.26513900000000001,-0.1123324999999999,0.020521774691356898
0.24999999999999997,0.25004700000000002,-0.0042875000000000404,0.066165123456790056,0.26891199999999998,0.0013338888888889432,0.0040228395061747552,0.24999999999999997,0.18076100000000001,0.0019055555555556264,-0.16198280864197429,0.26702550000000003,-0.0021913888888885286,0.02559796296296174,0.24999999999999997,0.24696000000000001,0.0058119444444444815,0.017816944444443004,0.28417550000000003,-0.038682777777777864,-0.60477040123456893,0.24999999999999997,0.25519199999999997,-0.11538138888888903,0.0051767592592605787,0.1771595,-0.0056213888888889821,0.14592320987654375,0.24999999999999997,0.29086400000000001,-0.0090513888888889751,0.28738953703703812,0.28160299999999999,0.010194722222222341,-0.029504351851851601,0.24999999999999997,0.31418800000000002,-0.013815277777777709,0.70412395061728217,0.29172150000000002,-0.0020961111111111258,0.22882546296296105,0.24999999999999997,0.49717850000000002,0.18417194444444449,-0.55092787037037139,0.18762099999999998,-0.16216277777777779,0.87304086419753213,0.24999999999999997,0.38673250000000003,0.14301194444444423,0.35338527777777623,0.30801400000000001,-0.15372116666666652,-0.29295799382716164,0.24999999999999997,0.447272,0.094039166666666729,-0.10749450617284213,0.25982250000000001,-0.10785444444444466,0.10281530864197497
0.29999999999999999,0.25004700000000002,-0.0014291666666667163,0.04679197530864157,0.26891199999999998,0.0013338888888891898,-0.0060342592592583294,0.29999999999999999,0.1809325,-0.011433333333333233,-0.070981944444444681,0.26702550000000003,-0.00095277777777772832,0.034194135802465192,0.29999999999999999,0.247303,0.0068599999999999382,0.016091358024690149,0.28228899999999996,-0.048496388888888936,-0.12634891975308496,0.29999999999999999,0.24867499999999998,-0.11442861111111102,0.030118364197532388,0.17784549999999999,0.010861666666666705,0.19399614197531012,0.29999999999999999,0.29154999999999998,0.02505805555555549,0.24883379629629784,0.28194600000000003,0.0086702777777779138,0.0046050925925913535,0.29999999999999999,0.31521700000000002,0.050401944444444263,0.60718410493826991,0.29172150000000002,0.010004166666666396,0.20018919753086403,0.29999999999999999,0.507297,0.14691833333333337,-0.83934429012345702,0.18007499999999999,-0.11185611111111093,0.9962350308641984,0.29999999999999999,0.39444999999999997,0.1587327777777775,0.24094691358024919,0.30252600000000002,-0.16911805555555548,-0.29954274691358235,0.29999999999999999,0.45241700000000001,0.094134444444444368,-0.086364012345681238,0.25433449999999996,-0.10185194444444449,0.16874753086419969
0.34999999999999998,0.25004700000000002,-0.0010480555555556863,0.041816358024691448,0.26908350000000003,0.00076222222222249128,-0.015138580246915554,0.34999999999999998,0.17887450000000002,-0.010956944444444417,0.11761512345678909,0.26685400000000004,0.0016197222222218918,0.030488888888887313,0.34999999999999998,0.24764600000000001,0.0080033333333332114,0.0082574074074072915,0.278173,-0.03630083333333306,0.06150709876543279,0.34999999999999998,0.2440445,-0.11642944444444436,0.10602299382716072,0.178703,0.018960277777777954,0.12200848765432121,0.34999999999999998,0.29549449999999999,0.026106111111111243,0.012015586419753888,0.28211750000000002,0.012004999999999934,0.021596296296294615,0.34999999999999998,0.32121949999999999,0.076031666666666498,-0.080033333333333276,0.29275049999999997,0.020103611111111027,0.12195555555555791,0.34999999999999998,0.51312800000000003,0.085464166666666674,-0.86221095679012316,0.17578750000000001,-0.051735833333333182,0.89751666666666663,0.34999999999999998,0.40285349999999998,0.16835583333333351,0.11173966049383031,0.29172150000000002,-0.19150833333333342,-0.19240817901234808,0.34999999999999998,0.4570475,0.088227222222222082,-0.1206851851851866,0.249361,-0.090609166666666421,0.22194429012345748
0.39999999999999997,0.2498755,0.00047638888888878718,0.071193672839507685,0.26908350000000003,-0.001333888888888974,-0.0052932098765450788,0.39999999999999997,0.178703,0.0095277777777777028,0.1385233024691353,0.26719699999999996,0.0034299999999998225,0.0022760802469156557,0.39999999999999997,0.24816049999999998,0.0080033333333332443,-0.0035993827160481079,0.27903050000000001,-0.027344722222222104,-0.044515895061730169,0.39999999999999997,0.23615549999999999,-0.10490083333333328,0.19018503086419722,0.17938900000000002,0.029821944444444522,-0.072464043209878023,0.39999999999999997,0.295323,0.006860000000000077,0.0520851851851842,0.28331800000000001,0.013434166666666527,-0.001640895061728884,0.39999999999999997,0.32516400000000001,0.049258611111110941,-0.93478086419752948,0.29412250000000001,0.022580833333333522,0.035252777777778639,0.39999999999999997,0.51398549999999998,0.054594166666666832,-0.75682314814814822,0.175959,-0.012386111111111042,0.62470462962962925,0.39999999999999997,0.411943,0.16606916666666696,0.054890586419752661,0.28211750000000002,-0.19169888888888922,-0.031335802469135428,0.39999999999999997,0.4611635,0.083368055555555265,-0.19436666666666599,0.24524500000000002,-0.078127777777777699,0.24777515432098587
0.44999999999999996,0.2498755,0.0059072222222223024,0.095489506172841174,0.26874049999999999,0,0.0077810185185182221,0.44999999999999996,0.18076100000000001,0.01343416666666662,-0.02794814814814775,0.26736850000000001,0.0020961111111112494,-0.026571913580245545,0.44999999999999996,0.24850349999999999,0.0070505555555556388,-0.0032288580246900797,0.27680100000000002,-0.042779722222222323,-0.14778641975308754,0.44999999999999996,0.23324,-0.087750833333333292,0.12132037037036969,0.18333350000000001,0.011338055555555478,-0.24242901234568029,0.44999999999999996,0.29309350000000001,0.032966111111111036,0.062036419753085485,0.283661,0.011242777777777721,-0.019902469135802504,0.44999999999999996,0.32825099999999996,-0.027630555555555516,-1.5456702160493807,0.29515150000000001,0.021532777777777835,-0.016726543209878254,0.44999999999999996,0.51895900000000006,0.01772166666666674,-0.7673037037037056,0.17578750000000001,0.0040016666666667531,0.48491095679012325,0.44999999999999996,0.41914600000000002,0.16845111111111113,0.089296450617281531,0.27251349999999996,-0.1897933333333334,0.051238271604941377,0.44999999999999996,0.46545099999999995,0.073554444444444284,-0.35003996913579843,0.24164350000000001,-0.066408611111111265,0.28048719135802397
0.49999999999999994,0.25021850000000001,0.01486333333333352,0.026254320987653946,0.26908350000000003,0.0012386111111112013,-0.0084691358024708407,0.49999999999999994,0.1809325,0.0021913888888888682,-0.1195206790123447,0.26754,-0.0013338888888888201,-0.017308796296297575,0.49999999999999994,0.2488465,0.0065741666666667281,0.017150000000000745,0.27422849999999999,-0.050592500000000033,-0.1041703703703698,0.49999999999999994,0.2289525,-0.095563611111111169,0.1018413580246912,0.18076100000000001,-0.010861666666666769,-0.11803858024691349,0.49999999999999994,0.29995349999999998,0.035729166666666611,-0.26646018518518522,0.28434700000000002,0.010289999999999931,-0.018843827160494524,0.49999999999999994,0.32396350000000002,-0.13415111111111089,-1.5214273148148154,0.29618050000000001,0.020675277777777695,-0.060554320987656819,0.49999999999999994,0.51604349999999999,-0.022009166666666701,-0.78275987654321277,0.17630200000000001,0.021151666666666746,0.62830401234567834,0.49999999999999994,0.42823549999999999,0.17950333333333324,0.037158333333331565,0.26308100000000001,-0.18445777777777753,0.089931635802470197,0.49999999999999994,0.46939549999999997,0.048020000000000319,-0.47538317901234189,0.23838499999999999,-0.050687777777777838,0.32076851851852001
0.54999999999999993,0.25193350000000003,0.012386111111111176,-0.11025756172839755,0.26908350000000003,-0.0010480555555558095,-0.021278703703705354,0.54999999999999993,0.1809325,-0.0091466666666665444,-0.027207098765431693,0.26702550000000003,-0.0012386111111112928,0.02011419753086326,0.54999999999999993,0.24901799999999999,0.0087655555555556722,0.036629012345679737,0.27148450000000002,-0.054213055555555494,-0.023660648148147483,0.54999999999999993,0.22277849999999999,-0.08775083333333332,0.24983950617284001,0.180418,-0.0022866666666666873,0.050232561728395742,0.54999999999999993,0.2996105,-0.0090513888888889369,-0.31738086419753014,0.28469,0.0092419444444442125,-0.013709413580246696,0.54999999999999993,0.31333050000000001,-0.20980166666666675,-0.86835108024691499,0.29738100000000001,0.016483055555555255,-0.11465092592592695,0.54999999999999993,0.51672950000000006,-0.061644722222222448,-0.79562237654321277,0.17664500000000002,0.061644722222222226,0.87745540123456689,0.54999999999999993,0.437668,0.17864583333333317,-0.13349475308642009,0.25416300000000003,-0.18074194444444436,0.11925601851851657,0.54999999999999993,0.47076750000000001,0.014577500000000387,-0.39095648148148093,0.2364985,-0.033156666666666522,0.33924182098765532
0.59999999999999998,0.25193350000000003,0.00066694444444414787,-0.18002206790123529,0.26891199999999998,-0.0023819444444446911,-0.0085749999999989428,0.59999999999999998,0.17887450000000002,-0.0011433333333332742,0.087337962962962035,0.26719699999999996,0.0026677777777776401,0.025142746913581603,0.59999999999999998,0.24970400000000001,0.011623888888889058,0.026254320987654341,0.268569,-0.051545277777777759,0.041710493827161181,0.59999999999999998,0.2193485,-0.066122777777777711,0.32997870370370386,0.18076100000000001,0.0043827777777778135,0.048062345679012443,0.59999999999999998,0.29686649999999998,-0.0176263888888889,0.0065106481481495117,0.28520449999999997,0.0094324999999999427,-0.016567746913578877,0.59999999999999998,0.29995349999999998,-0.22361694444444447,-0.12343765432098834,0.29806699999999997,0.0079080555555553003,-0.14376358024691183,0.59999999999999998,0.50986949999999998,-0.10347166666666724,-0.75962854938271507,0.18161850000000002,0.1190019444444444,0.94319706790123437,0.59999999999999998,0.44658599999999998,0.16768888888888875,-0.32934351851851723,0.24490200000000001,-0.17435833333333348,0.1824569444444428,0.59999999999999998,0.46956700000000001,0.0031441666666669355,-0.19711913580247076,0.23512650000000002,-0.016292499999999915,0.34564660493827115
0.64999999999999991,0.25210499999999997,-0.012671944444444529,-0.11311589506172594,0.26874049999999999,-0.0019055555555555805,0.0069341049382733696,0.64999999999999991,0.18076100000000001,0.0091466666666666103,0.041339969135801645,0.26754,0.0027630555555556904,0.0027524691358032463,0.64999999999999991,0.25021850000000001,0.012576666666666804,-0.0022231481481492037,0.26633950000000001,-0.04830583333333318,0.07193472222222233,0.64999999999999991,0.21660450000000001,-0.049449166666666655,0.3191805555555553,0.18127550000000001,0.0054308333333332988,-0.030330092592592825,0.64999999999999991,0.2965235,-0.0019055555555554261,0.23676527777777889,0.285719,0.0080986111111111241,-0.028953858024690526,0.64999999999999991,0.28966350000000002,-0.20437083333333339,0.2770995370370361,0.29806699999999997,0.00057166666666663712,-0.14434583333333048,0.64999999999999991,0.50592499999999996,-0.13500861111111115,-0.73909089506172509,0.18916450000000001,0.16625972222222218,0.80123317901234581,0.64999999999999991,0.45533249999999997,0.13862916666666664,-0.38407530864197265,0.2364985,-0.16311555555555568,0.25957901234567876,0.64999999999999991,0.47042450000000002,0.0040016666666668919,-0.14334012345679339,0.23478350000000001,0.0020008333333333839,0.33802438271604812
0.69999999999999996,0.25004700000000002,-0.014482222222221999,0.029218518518519657,0.26874049999999999,-0.0013338888888888509,0.016673611111111656,0.69999999999999996,0.18076100000000001,0.0034299999999999613,-0.025407407407407757,0.26754,0.0016197222222222309,-0.0025407407407417129,0.69999999999999996,0.25107600000000002,0.011909722222222316,-0.026042592592595021,0.26376700000000003,-0.044780555555555462,0.10427623456789976,0.69999999999999996,0.2145465,-0.035062222222222231,0.30642391975308642,0.181447,0.00076222222222218315,-0.1096753086419751,0.69999999999999996,0.2965235,0.020389444444444595,0.20214768518518492,0.28606199999999998,0.0059072222222221636,-0.03175925925925787,0.69999999999999996,0.2793735,-0.17836000000000027,0.28758009259259371,0.29806699999999997,-0.0060024999999998439,-0.14985077160493673,0.69999999999999996,0.497693,-0.18617277777777771,-0.56706157407407332,0.19894000000000001,0.19960694444444446,0.62216388888888874,0.69999999999999996,0.45979149999999996,0.12157444444444469,-0.28043425925925769,0.228438,-0.14796638888888899,0.33140787037037062,0.69999999999999996,0.47093900000000005,-0.0078127777777778681,-0.16070185185185548,0.23546950000000003,0.017721666666666597,0.32394444444444304
0.74999999999999989,0.25004700000000002,-0.0045733333333332652,0.082521141975307508,0.268569,0,0.01926728395061687,0.74999999999999989,0.18076100000000001,0.0022866666666665945,-0.026571913580246919,0.26754,0.0024772222222221247,-0.0061930555555561673,0.74999999999999989,0.25193350000000003,0.0040016666666665033,0.050497222222219855,0.26170900000000002,-0.038301666666666748,0.13841743827160344,0.74999999999999989,0.213003,-0.020008333333333253,0.31113487654320915,0.181447,-0.0064788888888888604,-0.14683364197530846,0.74999999999999989,0.29943900000000001,0.026391944444444589,-0.0083103395061750098,0.28623349999999997,0.0048591666666668466,-0.03498811728394937,0.74999999999999989,0.27251349999999996,-0.16606916666666657,0.075004783950619422,0.2975525,-0.014005833333333195,-0.15932561728395095,0.74999999999999989,0.48500199999999999,-0.19684388888888896,-0.31436373456790129,0.20940150000000002,0.2248555555555555,0.49814398148148048,0.74999999999999989,0.46733750000000002,0.10956944444444466,-0.16943564814814915,0.221578,-0.12948250000000014,0.39344429012345766,0.74999999999999989,0.46956700000000001,-0.018579166666667001,-0.10739922839506232,0.2364985,0.034109444444444248,0.31293456790123481
0.79999999999999993,0.25004700000000002,-0.0015244444444444578,0.044515895061726901,0.26874049999999999,0.0011433333333332734,0.010798148148147807,0.79999999999999993,0.1809325,0.0011433333333332734,-0.024189969135801851,0.26788299999999998,0.0019055555555554553,-0.020484722222221613,0.79999999999999993,0.25039,0.01429166666666635,0.16308379629629688,0.25982250000000001,-0.02972666666666678,0.14884506172839448,0.79999999999999993,0.21248850000000002,-0.00381111111111119,0.31949814814814653,0.18127550000000001,-0.020294166666666651,-0.050444290123457164,0.79999999999999993,0.30012500000000003,0.013434166666666461,-0.12386111111111259,0.28657650000000001,0.0030488888888890995,-0.05002083333333443,0.79999999999999993,0.26376700000000003,-0.1738819444444443,-0.08125077160493839,0.29669499999999999,-0.022485555555555491,-0.15652021604938376,0.79999999999999993,0.47779899999999997,-0.20246527777777781,-0.32172129629629587,0.22140650000000001,0.24829388888888868,0.39984907407407427,0.79999999999999993,0.46990999999999999,0.11042694444444441,-0.18298626543209959,0.21540399999999998,-0.10852138888888892,0.45156373456790272,0.79999999999999993,0.46785199999999999,-0.011909722222222315,-0.17748132716049234,0.23889949999999999,0.049830277777777765,0.28742129629629737
0.84999999999999998,0.25004700000000002,-0.0013338888888890204,0.015350308641974725,0.26874049999999999,0.0012386111111110469,-0.00010586419753037437,0.84999999999999998,0.1809325,0,-0.016567746913579307,0.26788299999999998,-0.00095277777777772897,-0.01217438271604885,0.84999999999999998,0.25296249999999998,0.031060555555555491,0.09189012345679326,0.25879350000000001,-0.02200916666666676,0.13296543209876552,0.84999999999999998,0.21265999999999999,0.011909722222222021,0.33495432098765426,0.178703,-0.018483888888888963,0.15604382716049386,0.84999999999999998,0.30029649999999997,0.0069552777777776333,-0.10544074074073935,0.28657650000000001,0.00038111111111109163,-0.073734413580248723,0.84999999999999998,0.25519199999999997,-0.18607750000000003,0.054996450617283088,0.295323,-0.030870000000000005,-0.13185385802469238,0.84999999999999998,0.46613699999999997,-0.22885722222222218,-0.35157500000000025,0.2344405,0.26630138888888893,0.2799578703703714,0.84999999999999998,0.47848499999999999,0.10718750000000014,-0.47167793209876602,0.21060199999999998,-0.084416111111110984,0.50777762345679101,0.84999999999999998,0.46956700000000001,-0.026296666666666659,-0.4039248456790121,0.24164350000000001,0.062597500000000042,0.2639194444444446
0.89999999999999991,0.2498755,-0.0014291666666667779,0.010586419753087545,0.26891199999999998,0.00057166666666666791,-0.0021702160493816546,0.89999999999999991,0.1809325,-0.00095277777777771314,-0.0043933641975302043,0.26754,9.5277777777772854e-05,0.005504938271604639,0.89999999999999991,0.25484899999999999,0.025629722222222439,-0.02424290123456618,0.25776450000000001,-0.01676888888888901,0.12100277777777868,0.89999999999999991,0.21368899999999999,0.028583333333333256,0.36930725308642121,0.17835999999999999,0.0013338888888888816,0.23057222222222307,0.89999999999999991,0.3006395,0.0034300000000001309,-0.078127777777776741,0.286748,-0.0046686111111112405,-0.091466666666666543,0.89999999999999991,0.24490200000000001,-0.18379083333333332,0.54610046296296244,0.29343649999999999,-0.036205555555555664,-0.098559567901234255,0.89999999999999991,0.45396049999999999,-0.2411480555555556,-0.33167253086419851,0.24833200000000002,0.27735361111111106,0.1417521604938278,0.89999999999999991,0.48328700000000002,0.057357222222222309,-0.64783595679012629,0.20682900000000001,-0.0572619444444444,0.54996450617283976,0.89999999999999991,0.46648000000000001,-0.062406944444444556,-0.44584706790123468,0.2450735,0.076222222222222177,0.23681820987654309
