frame,x,y,dx_from_ref,dy_from_ref
1,248,232,-1175,-219
2,251,229,-1172,-222
3,253,226,-1170,-225
4,231,255,-1192,-196
5,257,221,-1166,-230
6,234,248,-1189,-203
7,261,230,-1162,-221
8,263,227,-1160,-224
9,263,223,-1160,-228
10,240,236,-1183,-215
11,240,235,-1183,-216
12,241,233,-1182,-218
13,266,216,-1157,-235
14,266,215,-1157,-236
15,264,202,-1159,-249
16,264,203,-1159,-248
17,264,203,-1159,-248
18,262,203,-1161,-248
19,263,204,-1160,-247
20,261,204,-1162,-247
21,260,204,-1163,-247
22,260,204,-1163,-247
23,260,203,-1163,-248
24,262,218,-1161,-233
25,258,205,-1165,-246
26,258,205,-1165,-246
27,257,206,-1166,-245
28,258,207,-1165,-244
29,257,207,-1166,-244
30,256,207,-1167,-244
31,256,208,-1167,-243
32,256,208,-1167,-243
33,256,208,-1167,-243
34,257,207,-1166,-244
35,232,241,-1191,-210
36,233,240,-1190,-211
37,259,204,-1164,-247
38,260,203,-1163,-248
39,261,202,-1162,-249
40,262,202,-1161,-249
41,262,201,-1161,-250
42,262,200,-1161,-251
43,263,200,-1160,-251
44,264,199,-1159,-252
45,264,199,-1159,-252
46,264,199,-1159,-252
47,264,197,-1159,-254
48,265,199,-1158,-252
49,265,198,-1158,-253
50,265,199,-1158,-252
51,266,199,-1157,-252
52,266,198,-1157,-253
53,266,198,-1157,-253
54,267,198,-1156,-253
55,267,197,-1156,-254
56,240,228,-1183,-223
57,268,198,-1155,-253
58,268,198,-1155,-253
59,268,198,-1155,-253
60,268,197,-1155,-254
61,269,197,-1154,-254
62,270,197,-1153,-254
63,271,198,-1152,-253
64,271,198,-1152,-253
65,272,198,-1151,-253
66,273,198,-1150,-253
67,244,228,-1179,-223
68,274,199,-1149,-252
69,275,199,-1148,-252
70,275,197,-1148,-254
71,277,199,-1146,-252
72,278,200,-1145,-251
73,279,198,-1144,-253
74,280,200,-1143,-251
75,281,200,-1142,-251
76,282,199,-1141,-252
77,282,199,-1141,-252
78,285,199,-1138,-252
79,286,199,-1137,-252
80,287,196,-1136,-255
81,290,197,-1133,-254
82,293,196,-1130,-255
83,295,195,-1128,-256
84,298,193,-1125,-258
85,300,192,-1123,-259
86,304,190,-1119,-261
87,307,189,-1116,-262
88,274,210,-1149,-241
89,279,208,-1144,-243
90,283,205,-1140,-246
91,328,179,-1095,-272
92,337,176,-1086,-275
93,307,192,-1116,-259
94,359,167,-1064,-284
95,372,164,-1051,-287
96,385,161,-1038,-290
97,394,161,-1029,-290
98,397,163,-1026,-288
99,390,168,-1033,-283
100,371,183,-1052,-268
101,341,209,-1082,-242
102,306,236,-1117,-215
103,241,306,-1182,-145
104,212,319,-1211,-132
105,185,337,-1238,-114
106,160,353,-1263,-98
107,134,379,-1289,-72
108,110,418,-1313,-33
109,86,471,-1337,20
110,66,531,-1357,80
111,56,515,-1367,64
112,1592,267,169,-184
113,1593,267,170,-184
114,1593,267,170,-184
115,1593,267,170,-184
116,1593,267,170,-184
117,1593,267,170,-184
118,1593,267,170,-184
119,1593,267,170,-184
120,1593,267,170,-184
121,1592,267,169,-184
122,1592,267,169,-184
123,1592,266,169,-185
124,1592,266,169,-185
125,1593,266,170,-185
126,1593,266,170,-185
127,1593,266,170,-185
128,1593,267,170,-184
129,1592,267,169,-184
130,1593,267,170,-184
131,1592,267,169,-184
132,1592,267,169,-184
133,1592,267,169,-184
134,1592,267,169,-184
135,1592,267,169,-184
136,1592,267,169,-184
137,1592,267,169,-184
138,1592,267,169,-184
139,1592,267,169,-184
140,1592,267,169,-184
141,1592,267,169,-184
142,1592,267,169,-184
143,1592,267,169,-184
144,1592,267,169,-184
145,1592,267,169,-184
146,1592,267,169,-184
147,1592,266,169,-185
148,1592,266,169,-185
149,1592,266,169,-185
150,1592,267,169,-184
151,1592,267,169,-184
152,1592,266,169,-185
153,1592,267,169,-184
