frame,x,y,dx_from_ref,dy_from_ref
1,639,296,-2,0
2,656,297,15,1
3,684,299,43,3
4,714,302,73,6
5,738,305,97,9
6,747,303,106,7
7,735,303,94,7
8,712,306,71,10
9,696,307,55,11
10,697,301,56,5
11,703,299,62,3
12,702,299,61,3
13,693,299,52,3
14,681,301,40,5
15,680,304,39,8
16,691,304,50,8
17,706,304,65,8
18,714,304,73,8
19,707,302,66,6
20,688,299,47,3
21,664,297,23,1
22,646,298,5,2
23,640,300,-1,4
24,647,302,6,6
25,661,303,20,7
26,677,302,36,6
27,512,495,-129,199
28,512,495,-129,199
29,511,495,-130,199
30,511,495,-130,199
31,512,496,-129,200
32,513,495,-128,199
33,508,498,-133,202
34,506,499,-135,203
35,508,503,-133,207
36,506,505,-135,209
37,515,504,-126,208
38,509,505,-132,209
39,515,508,-126,212
40,518,509,-123,213
41,522,511,-119,215
42,521,514,-120,218
43,525,514,-116,218
44,522,514,-119,218
45,519,517,-122,221
46,516,516,-125,220
47,674,298,33,2
48,693,300,52,4
49,705,303,64,7
50,705,305,64,9
51,693,303,52,7
52,675,300,34,4
53,661,298,20,2
54,656,298,15,2
55,664,299,23,3
56,683,301,42,5
57,706,302,65,6
58,725,303,84,7
59,733,304,92,8
60,728,304,87,8
61,716,304,75,8
62,703,301,62,5
63,692,299,51,3
64,683,299,42,3
65,680,299,39,3
66,686,301,45,5
67,701,302,60,6
68,718,302,77,6
69,729,303,88,7
70,730,303,89,7
71,719,303,78,7
72,703,302,62,6
73,689,301,48,5
74,683,300,42,4
75,684,299,43,3
76,689,300,48,4
77,695,301,54,5
78,702,303,61,7
79,707,303,66,7
80,706,303,65,7
81,697,301,56,5
82,682,300,41,4
83,667,299,26,3
84,657,298,16,2
85,655,299,14,3
86,661,300,20,4
87,671,301,30,5
88,680,301,39,5
89,683,301,42,5
90,680,299,39,3
91,672,298,31,2
92,663,298,22,2
93,654,299,13,3
94,648,300,7,4
95,645,300,4,4
96,646,300,5,4
97,651,299,10,3
98,658,299,17,3
99,665,298,24,2
100,670,299,29,3
101,673,299,32,3
102,671,300,30,4
103,666,300,25,4
104,657,300,16,4
105,650,300,9,4
106,648,299,7,3
107,653,299,12,3
108,664,299,23,3
109,677,300,36,4
110,688,301,47,5
111,693,302,52,6
112,691,302,50,6
113,684,301,43,5
114,677,300,36,4
115,673,299,32,3
116,675,299,34,3
117,682,300,41,4
118,694,301,53,5
119,707,302,66,6
120,716,303,75,7
121,718,302,77,6
122,711,301,70,5
123,700,301,59,5
124,690,301,49,5
125,687,300,46,4
126,691,300,50,4
127,699,300,58,4
128,707,301,66,5
129,715,302,74,6
130,721,303,80,7
131,723,303,82,7
132,719,303,78,7
133,711,302,70,6
134,700,301,59,5
135,690,300,49,4
136,684,299,43,3
137,682,299,41,3
138,686,300,45,4
139,693,301,52,5
140,701,302,60,6
141,706,303,65,7
142,706,302,65,6
143,699,301,58,5
144,686,300,45,4
145,672,299,31,3
146,662,299,21,3
147,659,300,18,4
148,663,301,22,5
149,670,301,29,5
150,677,300,36,4
151,679,299,38,3
152,677,299,36,3
153,671,299,30,3
154,662,300,21,4
155,653,300,12,4
156,646,299,5,3
157,644,299,3,3
158,648,298,7,2
159,657,299,16,3
160,667,299,26,3
161,674,300,33,4
162,674,300,33,4
163,669,299,28,3
164,661,299,20,3
165,654,299,13,3
166,649,300,8,4
167,648,300,7,4
168,653,299,12,3
169,663,300,22,4
170,675,300,34,4
171,686,300,45,4
172,691,301,50,5
173,689,301,48,5
174,682,301,41,5
175,674,301,33,5
176,670,301,29,5
177,672,300,31,4
178,679,300,38,4
179,690,300,49,4
180,701,301,60,5
181,708,302,67,6
182,712,303,71,7
183,711,303,70,7
184,706,302,65,6
185,700,301,59,5
186,694,300,53,4
187,691,300,50,4
188,693,300,52,4
189,697,301,56,5
190,704,301,63,5
191,711,302,70,6
192,716,303,75,7
193,718,303,77,7
194,716,302,75,6
195,711,302,70,6
196,703,301,62,5
197,694,301,53,5
198,688,301,47,5
199,687,301,46,5
200,690,301,49,5
201,696,302,55,6
202,700,302,59,6
203,700,302,59,6
204,696,302,55,6
205,688,301,47,5
206,678,300,37,4
207,671,300,30,4
208,668,300,27,4
209,671,300,30,4
210,676,300,35,4
211,680,301,39,5
212,680,301,39,5
213,675,300,34,4
214,666,299,25,3
215,657,299,16,3
216,651,299,10,3
217,649,299,8,3
218,650,300,9,4
219,654,299,13,3
220,659,299,18,3
221,665,299,24,3
222,669,299,28,3
223,670,300,29,4
224,667,299,26,3
225,662,299,21,3
226,657,299,16,3
227,654,300,13,4
228,654,300,13,4
229,657,300,16,4
230,662,300,21,4
231,667,299,26,3
232,673,299,32,3
233,676,300,35,4
234,678,301,37,5
235,677,301,36,5
236,676,301,35,5
237,677,300,36,4
238,681,300,40,4
239,687,300,46,4
240,693,300,52,4
241,697,302,56,6
242,700,302,59,6
243,701,302,60,6
244,700,301,59,5
245,697,301,56,5
246,694,301,53,5
247,692,301,51,5
248,694,301,53,5
249,699,301,58,5
250,705,301,64,5
251,711,302,70,6
252,714,302,73,6
253,715,302,74,6
254,713,302,72,6
255,709,302,68,6
256,704,301,63,5
257,698,301,57,5
258,693,301,52,5
259,693,301,52,5
260,695,301,54,5
261,698,301,57,5
262,700,302,59,6
263,700,302,59,6
264,697,302,56,6
265,691,301,50,5
266,685,301,44,5
267,681,300,40,4
268,679,300,38,4
269,679,300,38,4
270,680,301,39,5
271,680,301,39,5
272,679,301,38,5
273,674,300,33,4
274,667,299,26,3
275,661,299,20,3
276,657,299,16,3
277,656,300,15,4
278,657,300,16,4
279,659,299,18,3
280,661,299,20,3
281,664,299,23,3
282,665,299,24,3
283,665,299,24,3
284,663,299,22,3
285,660,299,19,3
286,657,299,16,3
287,656,299,15,3
288,656,300,15,4
289,657,299,16,3
290,659,299,18,3
291,662,299,21,3
292,666,299,25,3
293,670,300,29,4
294,673,300,32,4
295,674,300,33,4
296,674,300,33,4
297,675,300,34,4
298,678,300,37,4
299,682,300,41,4
300,686,301,45,5
301,690,301,49,5
302,693,301,52,5
303,694,302,53,6
304,694,301,53,5
305,693,301,52,5
306,692,301,51,5
307,693,301,52,5
308,695,301,54,5
309,700,301,59,5
310,706,302,65,6
311,710,302,69,6
312,712,302,71,6
313,711,302,70,6
314,709,302,68,6
315,706,301,65,5
316,702,301,61,5
317,699,301,58,5
318,697,301,56,5
319,697,301,56,5
320,699,301,58,5
321,701,301,60,5
322,702,301,61,5
323,702,302,61,6
324,699,301,58,5
325,696,302,55,6
326,692,301,51,5
327,688,300,47,4
328,685,301,44,5
329,683,300,42,4
330,681,300,40,4
331,680,301,39,5
332,679,301,38,5
333,677,300,36,4
334,674,300,33,4
335,670,300,29,4
336,667,300,26,4
337,664,300,23,4
338,663,300,22,4
339,661,300,20,4
340,661,300,20,4
341,661,299,20,3
342,662,299,21,3
343,662,299,21,3
344,662,299,21,3
345,660,299,19,3
346,658,299,17,3
347,657,299,16,3
348,656,299,15,3
349,657,299,16,3
350,659,299,18,3
351,662,299,21,3
352,666,300,25,4
353,669,300,28,4
354,670,300,29,4
355,670,300,29,4
356,669,300,28,4
357,669,300,28,4
358,670,300,29,4
359,673,300,32,4
360,677,300,36,4
361,683,300,42,4
362,688,301,47,5
363,692,301,51,5
364,694,301,53,5
365,694,301,53,5
366,693,301,52,5
367,693,301,52,5
368,694,301,53,5
369,696,301,55,5
370,699,301,58,5
371,701,301,60,5
372,703,301,62,5
373,705,302,64,6
374,705,302,64,6
375,706,302,65,6
376,705,302,64,6
377,705,301,64,5
378,704,301,63,5
379,703,301,62,5
380,702,301,61,5
381,702,302,61,6
382,701,302,60,6
383,701,302,60,6
384,700,302,59,6
385,698,301,57,5
386,696,301,55,5
387,692,301,51,5
388,689,301,48,5
389,686,301,45,5
390,685,301,44,5
391,685,301,44,5
392,685,301,44,5
393,684,301,43,5
394,681,300,40,4
395,677,300,36,4
396,673,300,32,4
397,668,300,27,4
398,664,300,23,4
399,662,300,21,4
400,662,300,21,4
401,663,300,22,4
402,664,300,23,4
403,664,300,23,4
404,664,300,23,4
405,662,299,21,3
406,660,299,19,3
407,659,299,18,3
408,658,299,17,3
409,658,299,17,3
410,659,299,18,3
411,660,299,19,3
412,662,299,21,3
413,663,300,22,4
414,664,299,23,3
415,665,300,24,4
416,666,300,25,4
417,668,300,27,4
418,669,300,28,4
419,672,300,31,4
420,675,300,34,4
421,678,300,37,4
422,681,300,40,4
423,684,301,43,5
424,686,301,45,5
425,688,301,47,5
426,690,301,49,5
427,691,301,50,5
428,693,301,52,5
429,694,301,53,5
430,696,301,55,5
431,698,301,57,5
432,701,302,60,6
433,703,302,62,6
434,705,302,64,6
435,706,302,65,6
436,705,302,64,6
437,704,301,63,5
438,703,301,62,5
439,702,301,61,5
440,701,301,60,5
441,702,301,61,5
442,703,301,62,5
443,704,302,63,6
444,704,302,63,6
445,703,302,62,6
446,701,302,60,6
447,698,302,57,6
448,695,301,54,5
449,692,301,51,5
450,689,301,48,5
451,687,301,46,5
452,685,301,44,5
453,684,301,43,5
454,683,301,42,5
455,682,301,41,5
456,680,301,39,5
457,677,300,36,4
458,674,300,33,4
459,671,300,30,4
460,668,300,27,4
461,666,300,25,4
462,664,300,23,4
463,663,300,22,4
464,662,299,21,3
465,661,299,20,3
466,661,299,20,3
467,660,299,19,3
468,660,299,19,3
469,659,299,18,3
470,658,299,17,3
471,659,299,18,3
472,660,299,19,3
473,662,299,21,3
474,664,299,23,3
475,666,299,25,3
476,666,300,25,4
477,666,300,25,4
478,665,300,24,4
479,665,300,24,4
480,666,300,25,4
481,669,300,28,4
482,673,300,32,4
483,678,300,37,4
484,683,301,42,5
485,687,301,46,5
486,689,301,48,5
487,690,301,49,5
488,690,301,49,5
489,690,301,49,5
490,692,301,51,5
491,694,301,53,5
492,696,301,55,5
493,699,301,58,5
494,701,301,60,5
495,701,301,60,5
496,702,301,61,5
497,702,301,61,5
498,702,301,61,5
499,703,301,62,5
500,705,302,64,6
501,706,301,65,5
502,707,302,66,6
503,707,302,66,6
504,705,302,64,6
505,704,301,63,5
506,701,301,60,5
507,698,301,57,5
508,695,301,54,5
509,693,301,52,5
510,692,301,51,5
511,691,301,50,5
512,691,301,50,5
513,691,301,50,5
514,690,301,49,5
515,688,301,47,5
516,685,301,44,5
517,681,301,40,5
518,676,300,35,4
519,673,300,32,4
520,671,300,30,4
521,669,300,28,4
522,668,300,27,4
523,666,300,25,4
524,665,299,24,3
525,664,300,23,4
526,663,300,22,4
527,661,300,20,4
528,660,299,19,3
529,659,299,18,3
530,659,299,18,3
531,661,299,20,3
532,662,299,21,3
533,663,299,22,3
534,663,299,22,3
535,662,299,21,3
536,661,299,20,3
537,660,299,19,3
538,660,299,19,3
539,661,300,20,4
540,664,300,23,4
541,669,300,28,4
542,673,300,32,4
543,677,300,36,4
544,680,300,39,4
545,681,301,40,5
546,681,301,40,5
547,682,300,41,4
548,683,301,42,5
549,685,301,44,5
550,688,301,47,5
551,692,301,51,5
552,695,301,54,5
553,696,301,55,5
554,697,301,56,5
555,697,301,56,5
556,698,301,57,5
557,699,301,58,5
558,702,301,61,5
559,704,301,63,5
560,706,302,65,6
561,707,302,66,6
562,707,302,66,6
563,706,302,65,6
564,705,302,64,6
565,702,301,61,5
566,700,301,59,5
567,698,301,57,5
568,697,301,56,5
569,697,301,56,5
570,697,301,56,5
571,698,301,57,5
572,698,302,57,6
573,697,302,56,6
574,695,301,54,5
575,691,301,50,5
576,687,301,46,5
577,682,301,41,5
578,678,300,37,4
579,676,300,35,4
580,676,300,35,4
581,675,300,34,4
582,674,300,33,4
583,673,300,32,4
584,670,300,29,4
585,667,300,26,4
586,665,300,24,4
587,662,300,21,4
588,661,299,20,3
589,660,299,19,3
590,661,299,20,3
591,662,299,21,3
592,662,299,21,3
593,662,299,21,3
594,661,299,20,3
595,660,299,19,3
596,659,299,18,3
597,659,299,18,3
598,660,299,19,3
599,662,300,21,4
600,664,300,23,4
601,667,300,26,4
602,670,300,29,4
603,672,300,31,4
604,673,300,32,4
605,674,300,33,4
606,674,300,33,4
607,676,300,35,4
608,678,301,37,5
609,682,300,41,4
610,686,300,45,4
611,690,301,49,5
612,692,301,51,5
613,694,302,53,6
614,696,302,55,6
615,696,302,55,6
616,697,301,56,5
617,697,301,56,5
618,698,301,57,5
619,699,301,58,5
620,701,301,60,5
621,703,301,62,5
622,705,302,64,6
623,707,302,66,6
624,707,302,66,6
625,706,302,65,6
626,705,302,64,6
627,703,301,62,5
628,701,301,60,5
629,700,301,59,5
630,699,301,58,5
631,699,301,58,5
632,698,301,57,5
633,698,301,57,5
634,696,301,55,5
635,694,301,53,5
636,691,301,50,5
637,688,301,47,5
638,685,301,44,5
639,683,300,42,4
640,682,301,41,5
641,680,301,39,5
642,678,301,37,5
643,676,300,35,4
644,673,300,32,4
645,670,300,29,4
646,667,300,26,4
647,665,300,24,4
648,663,300,22,4
649,662,300,21,4
650,662,300,21,4
651,662,299,21,3
652,662,299,21,3
653,663,299,22,3
654,662,299,21,3
655,662,299,21,3
656,661,299,20,3
657,660,299,19,3
658,660,299,19,3
659,660,299,19,3
660,661,300,20,4
661,662,300,21,4
662,664,300,23,4
663,667,300,26,4
664,669,300,28,4
665,671,300,30,4
666,673,300,32,4
667,674,300,33,4
668,676,300,35,4
669,677,300,36,4
670,680,300,39,4
671,682,301,41,5
672,686,301,45,5
673,689,301,48,5
674,691,301,50,5
675,693,301,52,5
676,694,301,53,5
677,695,301,54,5
678,696,301,55,5
679,698,301,57,5
680,700,302,59,6
681,702,301,61,5
682,703,301,62,5
683,704,301,63,5
684,705,302,64,6
685,705,302,64,6
686,704,301,63,5
687,704,301,63,5
688,703,301,62,5
689,702,301,61,5
690,702,301,61,5
691,702,301,61,5
692,701,302,60,6
693,701,302,60,6
694,700,301,59,5
695,698,301,57,5
696,695,301,54,5
697,693,301,52,5
698,689,301,48,5
699,686,301,45,5
700,684,301,43,5
701,682,301,41,5
702,681,301,40,5
703,681,301,40,5
704,679,300,38,4
705,677,300,36,4
706,674,300,33,4
707,671,300,30,4
708,667,300,26,4
709,664,300,23,4
710,663,299,22,3
711,662,299,21,3
712,662,299,21,3
713,662,299,21,3
714,662,299,21,3
715,662,299,21,3
716,662,299,21,3
717,661,299,20,3
718,660,299,19,3
719,660,299,19,3
720,661,299,20,3
721,662,299,21,3
722,663,299,22,3
723,665,299,24,3
724,666,300,25,4
725,666,300,25,4
726,667,300,26,4
727,668,300,27,4
728,670,300,29,4
729,672,300,31,4
730,676,300,35,4
731,680,300,39,4
732,683,300,42,4
733,686,301,45,5
734,688,301,47,5
735,690,301,49,5
736,690,301,49,5
737,691,301,50,5
738,692,301,51,5
739,694,301,53,5
740,696,301,55,5
741,698,301,57,5
742,700,301,59,5
743,702,301,61,5
744,703,301,62,5
745,704,302,63,6
746,704,302,63,6
747,705,302,64,6
748,705,302,64,6
749,704,302,63,6
750,704,302,63,6
751,703,302,62,6
752,702,301,61,5
753,701,301,60,5
754,700,301,59,5
755,698,301,57,5
756,696,301,55,5
757,694,301,53,5
758,693,301,52,5
759,691,301,50,5
760,690,301,49,5
761,689,301,48,5
762,688,301,47,5
763,685,301,44,5
764,682,301,41,5
765,679,300,38,4
766,675,300,34,4
767,672,300,31,4
768,670,300,29,4
769,668,300,27,4
770,667,300,26,4
771,666,300,25,4
772,665,300,24,4
773,664,300,23,4
774,663,299,22,3
775,662,300,21,4
776,661,299,20,3
777,661,299,20,3
778,661,299,20,3
779,661,300,20,4
780,662,299,21,3
781,662,299,21,3
782,662,299,21,3
783,661,299,20,3
784,661,299,20,3
785,662,300,21,4
786,663,300,22,4
787,665,300,24,4
788,668,300,27,4
789,672,300,31,4
790,675,300,34,4
791,677,300,36,4
792,679,300,38,4
793,680,301,39,5
794,682,301,41,5
795,683,301,42,5
796,685,301,44,5
797,687,301,46,5
798,690,301,49,5
799,692,301,51,5
800,694,301,53,5
801,696,301,55,5
802,698,301,57,5
803,699,301,58,5
804,701,301,60,5
805,702,301,61,5
806,703,302,62,6
807,704,301,63,5
808,705,302,64,6
809,705,302,64,6
810,704,301,63,5
811,704,301,63,5
812,702,302,61,6
813,701,301,60,5
814,700,301,59,5
815,699,301,58,5
816,698,301,57,5
817,698,301,57,5
818,698,301,57,5
819,697,301,56,5
820,696,301,55,5
821,694,301,53,5
822,691,301,50,5
823,687,301,46,5
824,684,301,43,5
825,681,301,40,5
826,678,300,37,4
827,677,300,36,4
828,675,300,34,4
829,674,300,33,4
830,672,300,31,4
831,671,300,30,4
832,669,300,28,4
833,666,300,25,4
834,664,300,23,4
835,663,299,22,3
836,662,299,21,3
837,661,299,20,3
838,661,299,20,3
839,662,299,21,3
840,661,299,20,3
841,661,299,20,3
842,661,299,20,3
843,661,299,20,3
844,661,299,20,3
845,662,299,21,3
846,663,300,22,4
847,664,300,23,4
848,666,300,25,4
849,668,300,27,4
850,670,300,29,4
851,671,300,30,4
852,673,300,32,4
853,675,300,34,4
854,677,300,36,4
855,679,301,38,5
856,682,301,41,5
857,685,301,44,5
858,687,301,46,5
859,690,301,49,5
860,692,301,51,5
861,694,301,53,5
862,695,301,54,5
863,696,301,55,5
864,697,301,56,5
865,698,301,57,5
866,699,301,58,5
867,701,302,60,6
868,702,301,61,5
869,704,302,63,6
870,705,302,64,6
871,705,302,64,6
872,705,302,64,6
873,704,301,63,5
874,703,301,62,5
875,702,301,61,5
876,700,301,59,5
877,699,301,58,5
878,699,301,58,5
879,698,301,57,5
880,697,301,56,5
881,696,301,55,5
882,694,301,53,5
883,692,301,51,5
884,689,301,48,5
885,687,301,46,5
886,684,301,43,5
887,682,301,41,5
888,679,300,38,4
889,677,300,36,4
890,675,300,34,4
891,673,300,32,4
892,671,300,30,4
893,669,300,28,4
894,667,300,26,4
895,666,300,25,4
896,664,300,23,4
897,663,300,22,4
898,663,300,22,4
899,662,300,21,4
900,662,299,21,3
901,662,299,21,3
902,662,299,21,3
903,661,299,20,3
904,661,299,20,3
905,661,299,20,3
906,661,299,20,3
907,662,299,21,3
908,663,300,22,4
909,665,300,24,4
910,667,300,26,4
911,669,300,28,4
912,671,300,30,4
913,672,300,31,4
914,674,300,33,4
915,675,301,34,5
916,677,301,36,5
917,679,301,38,5
918,682,301,41,5
919,685,301,44,5
920,688,301,47,5
921,690,301,49,5
922,693,301,52,5
923,694,301,53,5
924,696,301,55,5
925,697,301,56,5
926,698,301,57,5
