frame,x,y,dx_from_ref,dy_from_ref
1,1069,500,2,-3
2,1069,500,2,-3
3,1069,500,2,-3
4,1068,500,1,-3
5,1068,500,1,-3
6,1068,500,1,-3
7,1068,500,1,-3
8,1068,500,1,-3
9,1067,500,0,-3
10,1067,500,0,-3
11,1067,500,0,-3
12,1067,499,0,-4
13,1067,500,0,-3
14,1066,500,-1,-3
15,1066,500,-1,-3
16,1066,499,-1,-4
17,1066,499,-1,-4
18,1066,499,-1,-4
19,1066,499,-1,-4
20,1066,500,-1,-3
21,1066,500,-1,-3
22,1066,500,-1,-3
23,1066,500,-1,-3
24,1066,500,-1,-3
25,1066,499,-1,-4
26,1066,499,-1,-4
27,1066,499,-1,-4
28,1066,499,-1,-4
29,1067,500,0,-3
30,1067,500,0,-3
31,1067,500,0,-3
32,1067,500,0,-3
33,1067,499,0,-4
34,1068,499,1,-4
35,1068,500,1,-3
36,1068,500,1,-3
37,1068,500,1,-3
38,1068,500,1,-3
39,1068,500,1,-3
40,1069,499,2,-4
41,1069,500,2,-3
42,1069,500,2,-3
43,1068,500,1,-3
44,1068,500,1,-3
45,1068,500,1,-3
46,1068,500,1,-3
47,1068,500,1,-3
48,1068,499,1,-4
49,1068,499,1,-4
50,1068,500,1,-3
51,1068,500,1,-3
52,1067,500,0,-3
53,1067,500,0,-3
54,1067,500,0,-3
55,1067,499,0,-4
56,1067,499,0,-4
57,1066,499,-1,-4
58,1066,499,-1,-4
59,1066,500,-1,-3
60,1066,499,-1,-4
61,1066,499,-1,-4
62,1066,499,-1,-4
63,1066,499,-1,-4
64,1066,500,-1,-3
65,1066,500,-1,-3
66,1066,500,-1,-3
67,1066,499,-1,-4
68,1066,500,-1,-3
69,1066,499,-1,-4
70,1066,499,-1,-4
71,1066,499,-1,-4
72,1067,500,0,-3
73,1067,500,0,-3
74,1067,500,0,-3
75,1067,500,0,-3
76,1067,500,0,-3
77,1068,499,1,-4
78,1068,500,1,-3
79,1068,500,1,-3
80,1068,500,1,-3
81,1068,500,1,-3
82,1068,500,1,-3
83,1069,499,2,-4
84,1069,499,2,-4
85,1069,499,2,-4
86,1069,499,2,-4
87,1068,500,1,-3
88,1069,500,2,-3
89,1068,500,1,-3
90,1068,500,1,-3
91,1068,500,1,-3
92,1068,500,1,-3
93,1068,500,1,-3
94,1068,500,1,-3
95,1071,500,4,-3
96,1078,500,11,-3
97,1086,501,19,-2
98,1094,501,27,-2
99,1103,500,36,-3
