x0,y0
700,1314
778,1317
844,1342
910,1344
856,1364
935,1373
674,1390
957,1428
1033,1433
782,1447
934,1442
868,1456
651,1469
941,1510
1019,1518
755,1535
633,1542
842,1537
841,1584
927,1587
997,1612
727,1625
814,1631
839,1663
920,1664
709,1702
981,1700
904,1701
790,1708
