x0,y0
1128,1316
1197,1320
1257,1348
1320,1352
1323,1368
1398,1375
1100,1393
1428,1430
1495,1439
1274,1452
1399,1450
1352,1459
1072,1473
1410,1518
1478,1525
1241,1539
1053,1543
1322,1543
1319,1589
1401,1597
1458,1622
1208,1629
1285,1640
1318,1668
1398,1669
1177,1708
1369,1708
1435,1711
1256,1717
