x0,y0
135,108
1058,115
638,335
335,387
894,392
640,500
335,522
895,527
638,615
338,658
894,664
639,731
339,793
895,797
637,846
340,930
895,932
641,962
342,1063
899,1065
638,1073
689,1095
525,1096
797,1096
522,1194
801,1195
339,1200
688,1200
895,1200
519,1313
800,1319
685,1322
898,1330
339,1332
517,1373
797,1382
897,1397
344,1400
685,1402
1067,1415
135,1430
