x0,y0
1226,1274
1350,1305
1413,1311
1431,1325
1502,1333
1537,1388
1599,1395
1395,1411
1154,1502
1434,1624
1508,1622
1291,1660
1537,1659
1473,1657
1367,1664
8,2008
28,2005
42,2014
61,2035
104,2108
