x0,y0
979,1296
1050,1299
1111,1328
1173,1329
1155,1351
1231,1357
950,1368
1260,1408
1329,1417
1233,1428
1101,1431
1176,1439
924,1448
1244,1495
1313,1505
1069,1514
906,1520
1153,1519
1150,1568
1232,1571
1290,1596
1040,1604
1118,1614
1150,1646
1226,1647
1013,1680
1198,1678
1271,1681
1091,1687
