x0,y0
435,1324
520,1329
598,1351
670,1354
575,1368
660,1381
413,1402
754,1437
677,1437
655,1448
479,1460
570,1464
393,1484
657,1518
742,1524
455,1543
383,1551
550,1548
550,1594
644,1594
724,1619
435,1635
528,1643
635,1672
548,1673
708,1709
626,1709
419,1712
507,1716
