frame,x,y,dx_from_ref,dy_from_ref
1,1343,436,369,-56
2,1343,436,369,-56
3,1343,436,369,-56
4,1343,436,369,-56
5,1343,436,369,-56
6,1343,436,369,-56
7,1343,436,369,-56
8,1344,436,370,-56
9,1344,436,370,-56
10,1344,436,370,-56
11,1344,436,370,-56
12,1344,436,370,-56
13,1344,435,370,-57
14,1344,435,370,-57
15,1344,435,370,-57
16,1344,435,370,-57
17,1344,435,370,-57
18,1344,435,370,-57
19,1344,435,370,-57
20,1344,435,370,-57
21,1344,435,370,-57
22,1344,435,370,-57
23,1344,435,370,-57
24,1344,436,370,-56
25,1344,436,370,-56
26,1344,436,370,-56
27,1344,436,370,-56
28,1344,436,370,-56
29,1343,436,369,-56
30,1342,436,368,-56
31,1338,440,364,-52
32,1331,444,357,-48
33,1319,449,345,-43
34,1306,454,332,-38
35,1289,460,315,-32
36,1269,465,295,-27
37,1247,471,273,-21
38,1223,477,249,-15
39,1196,485,222,-7
40,1169,491,195,-1
41,1140,497,166,5
42,1110,502,136,10
43,1079,506,105,14
44,1049,508,75,16
45,1019,509,45,17
46,989,510,15,18
47,960,511,-14,19
48,933,510,-41,18
49,907,509,-67,17
50,882,507,-92,15
51,859,504,-115,12
52,838,501,-136,9
53,819,498,-155,6
54,802,495,-172,3
55,788,493,-186,1
56,776,491,-198,-1
57,766,489,-208,-3
58,758,487,-216,-5
59,752,486,-222,-6
60,750,485,-224,-7
61,750,485,-224,-7
62,750,485,-224,-7
63,754,486,-220,-6
64,760,488,-214,-4
65,769,490,-205,-2
66,779,492,-195,0
67,791,494,-183,2
68,804,496,-170,4
69,820,499,-154,7
70,837,501,-137,9
71,855,503,-119,11
72,873,505,-101,13
73,893,507,-81,15
74,914,508,-60,16
75,935,509,-39,17
76,955,509,-19,17
77,966,509,-8,17
78,986,509,12,17
79,1006,509,32,17
80,1026,508,52,16
81,1044,506,70,14
82,1060,505,86,13
83,1076,503,102,11
84,1091,501,117,9
85,1105,499,131,7
86,1117,498,143,6
87,1127,496,153,4
88,1135,495,161,3
89,1141,494,167,2
90,1146,493,172,1
91,1149,493,175,1
92,1150,493,176,1
93,1150,493,176,1
94,1149,493,175,1
95,1145,493,171,1
96,1140,495,166,3
97,1133,496,159,4
98,1125,497,151,5
99,1115,499,141,7
100,1104,501,130,9
101,1092,503,118,11
102,1090,503,116,11
103,1078,504,104,12
104,1064,505,90,13
105,1048,507,74,15
106,1037,506,63,14
107,1037,506,63,14
108,1037,505,63,13
109,1021,507,47,15
110,1013,507,39,15
111,996,508,22,16
112,981,508,7,16
113,965,508,-9,16
114,951,507,-23,15
115,937,507,-37,15
116,924,506,-50,14
117,913,506,-61,14
118,902,505,-72,13
119,893,504,-81,12
120,884,503,-90,11
121,876,502,-98,10
122,870,501,-104,9
123,865,500,-109,8
124,862,500,-112,8
125,860,500,-114,8
126,859,500,-115,8
127,859,500,-115,8
128,861,500,-113,8
129,863,501,-111,9
130,868,501,-106,9
131,873,502,-101,10
132,880,503,-94,11
133,887,504,-87,12
134,895,505,-79,13
135,904,506,-70,14
136,914,507,-60,15
137,923,508,-51,16
138,934,508,-40,16
139,945,509,-29,17
140,951,509,-23,17
141,962,510,-12,18
142,969,511,-5,19
143,980,511,6,19
144,989,510,15,18
145,1001,510,27,18
146,1012,510,38,18
147,1022,510,48,18
148,1031,510,57,18
149,1040,510,66,18
150,1048,509,74,17
151,1055,509,81,17
152,1061,508,87,16
153,1066,508,92,16
154,1069,508,95,16
155,1072,508,98,16
156,1074,508,100,16
157,1074,508,100,16
158,1074,508,100,16
159,1072,508,98,16
160,1069,508,95,16
161,1065,508,91,16
162,1061,509,87,17
163,1055,509,81,17
164,1048,509,74,17
165,1041,510,67,18
166,1033,510,59,18
167,1025,510,51,18
168,1016,510,42,18
169,1006,511,32,19
170,996,511,22,19
171,986,511,12,19
172,976,511,2,19
173,965,511,-9,19
174,955,510,-19,18
175,945,510,-29,18
176,935,509,-39,17
177,925,509,-49,17
178,916,508,-58,16
179,907,507,-67,15
180,899,507,-75,15
181,891,506,-83,14
182,884,505,-90,13
183,878,505,-96,13
184,873,504,-101,12
185,869,503,-105,11
186,865,503,-109,11
187,862,503,-112,11
188,861,503,-113,11
189,860,502,-114,10
190,860,502,-114,10
191,861,502,-113,10
192,863,502,-111,10
193,866,503,-108,11
194,870,503,-104,11
195,875,504,-99,12
196,880,505,-94,13
197,886,505,-88,13
198,893,506,-81,14
199,901,506,-73,14
200,909,507,-65,15
201,917,508,-57,16
202,926,508,-48,16
203,935,509,-39,17
204,944,510,-30,18
205,954,510,-20,18
206,962,510,-12,18
207,972,510,-2,18
208,980,511,6,19
209,989,511,15,19
210,997,511,23,19
211,1005,511,31,19
212,1013,511,39,19
213,1020,511,46,19
214,1027,510,53,18
215,1032,510,58,18
216,1037,510,63,18
217,1042,509,68,17
218,1045,509,71,17
219,1048,509,74,17
220,1050,509,76,17
221,1052,509,78,17
222,1052,509,78,17
223,1052,509,78,17
224,1052,509,78,17
225,1050,509,76,17
226,1048,509,74,17
227,1046,509,72,17
228,1042,509,68,17
229,1039,509,65,17
230,1034,510,60,18
231,1029,510,55,18
232,1024,510,50,18
233,1018,510,44,18
234,1013,511,39,19
235,1006,511,32,19
236,1000,511,26,19
237,994,511,20,19
238,988,511,14,19
239,981,511,7,19
240,975,511,1,19
241,969,511,-5,19
242,963,511,-11,19
243,958,511,-16,19
244,953,510,-21,18
245,948,510,-26,18
246,944,510,-30,18
247,940,510,-34,18
248,937,510,-37,18
249,935,509,-39,17
250,933,509,-41,17
251,932,509,-42,17
252,931,509,-43,17
253,931,509,-43,17
254,932,509,-42,17
255,933,509,-41,17
256,935,510,-39,18
257,938,510,-36,18
258,941,510,-33,18
259,945,510,-29,18
260,949,511,-25,19
261,954,511,-20,19
262,960,511,-14,19
263,965,511,-9,19
264,972,511,-2,19
265,978,511,4,19
266,984,512,10,20
267,991,512,17,20
268,998,512,24,20
269,1005,512,31,20
270,1012,512,38,20
271,1018,511,44,19
272,1025,511,51,19
273,1032,511,58,19
274,1038,511,64,19
275,1044,510,70,18
276,1049,510,75,18
277,1054,510,80,18
278,1059,509,85,17
279,1064,509,90,17
280,1068,508,94,16
281,1071,508,97,16
282,1074,508,100,16
283,1076,508,102,16
284,1078,507,104,15
285,1079,507,105,15
286,1079,507,105,15
287,1079,507,105,15
288,1079,507,105,15
289,1078,507,104,15
290,1077,507,103,15
291,1074,508,100,16
292,1072,508,98,16
293,1069,508,95,16
294,1065,509,91,17
295,1062,509,88,17
296,1058,509,84,17
297,1054,509,80,17
298,1049,510,75,18
299,1044,510,70,18
300,1039,510,65,18
301,1034,511,60,19
302,1029,511,55,19
303,1024,511,50,19
304,1019,511,45,19
305,1014,511,40,19
306,1010,511,36,19
307,1005,512,31,20
308,1001,511,27,19
309,997,511,23,19
310,993,511,19,19
311,990,511,16,19
312,987,511,13,19
313,984,511,10,19
314,982,511,8,19
315,981,511,7,19
316,980,511,6,19
317,979,511,5,19
318,979,511,5,19
319,979,511,5,19
320,980,511,6,19
321,981,511,7,19
322,983,511,9,19
323,986,511,12,19
324,989,511,15,19
325,992,511,18,19
326,995,511,21,19
327,999,511,25,19
328,1003,511,29,19
329,1008,511,34,19
330,1013,511,39,19
331,1017,511,43,19
332,1022,511,48,19
333,1027,511,53,19
334,1032,511,58,19
335,1037,511,63,19
336,1041,510,67,18
337,1046,510,72,18
338,1050,510,76,18
339,1054,509,80,17
340,1058,509,84,17
341,1062,509,88,17
342,1065,509,91,17
343,1068,508,94,16
344,1070,508,96,16
345,1072,508,98,16
346,1074,508,100,16
347,1075,508,101,16
348,1075,508,101,16
349,1075,508,101,16
350,1075,508,101,16
351,1075,508,101,16
352,1074,508,100,16
353,1072,508,98,16
354,1070,508,96,16
355,1068,508,94,16
356,1065,509,91,17
357,1062,509,88,17
358,1058,509,84,17
359,1054,509,80,17
360,1050,510,76,18
361,1046,510,72,18
362,1042,510,68,18
363,1037,511,63,19
364,1032,511,58,19
365,1027,511,53,19
366,1023,511,49,19
367,1018,511,44,19
368,1013,512,39,20
369,1008,512,34,20
370,1004,512,30,20
371,999,512,25,20
372,995,512,21,20
373,991,512,17,20
374,987,512,13,20
375,984,512,10,20
376,981,511,7,19
377,978,511,4,19
378,976,511,2,19
379,974,511,0,19
380,973,511,-1,19
381,972,511,-2,19
382,972,511,-2,19
383,971,511,-3,19
384,971,511,-3,19
385,972,511,-2,19
386,973,511,-1,19
387,974,511,0,19
388,976,511,2,19
389,978,511,4,19
390,981,511,7,19
391,984,511,10,19
392,987,511,13,19
393,990,511,16,19
394,994,511,20,19
395,997,512,23,20
396,1001,511,27,19
397,1005,511,31,19
398,1008,511,34,19
399,1012,511,38,19
400,1015,511,41,19
401,1019,511,45,19
402,1022,511,48,19
403,1025,511,51,19
404,1027,511,53,19
405,1030,511,56,19
406,1032,510,58,18
407,1034,510,60,18
408,1035,510,61,18
409,1037,510,63,18
410,1037,510,63,18
411,1038,510,64,18
412,1038,510,64,18
413,1038,510,64,18
414,1037,510,63,18
415,1036,510,62,18
416,1035,510,61,18
417,1033,510,59,18
418,1031,510,57,18
419,1029,510,55,18
420,1026,511,52,19
421,1023,511,49,19
422,1020,511,46,19
423,1016,511,42,19
424,1013,511,39,19
425,1009,511,35,19
426,1005,511,31,19
427,1000,511,26,19
428,996,511,22,19
429,992,511,18,19
430,988,511,14,19
431,984,511,10,19
432,980,511,6,19
433,976,511,2,19
434,972,511,-2,19
435,968,511,-6,19
436,965,511,-9,19
437,961,511,-13,19
438,958,511,-16,19
439,956,510,-18,18
440,954,510,-20,18
441,952,510,-22,18
442,950,510,-24,18
443,949,510,-25,18
444,948,510,-26,18
445,948,510,-26,18
446,948,510,-26,18
447,948,510,-26,18
448,948,510,-26,18
449,949,510,-25,18
450,950,510,-24,18
451,952,510,-22,18
452,954,510,-20,18
453,957,511,-17,19
454,959,511,-15,19
455,962,511,-12,19
456,964,511,-10,19
457,967,511,-7,19
458,970,511,-4,19
459,974,511,0,19
460,977,511,3,19
461,980,511,6,19
462,984,511,10,19
463,987,511,13,19
464,990,511,16,19
465,993,511,19,19
466,996,511,22,19
467,998,511,24,19
468,1001,511,27,19
469,1003,511,29,19
470,1005,511,31,19
471,1007,511,33,19
472,1008,511,34,19
473,1009,511,35,19
474,1010,511,36,19
475,1011,511,37,19
476,1011,511,37,19
477,1011,511,37,19
478,1011,511,37,19
479,1011,511,37,19
480,1010,511,36,19
481,1008,511,34,19
482,1007,511,33,19
483,1005,512,31,20
484,1003,512,29,20
485,1001,512,27,20
486,998,512,24,20
487,996,512,22,20
488,993,512,19,20
489,990,512,16,20
490,987,512,13,20
491,984,512,10,20
492,981,511,7,19
493,978,511,4,19
494,975,511,1,19
495,972,511,-2,19
496,969,511,-5,19
497,966,511,-8,19
498,963,511,-11,19
499,961,511,-13,19
500,959,511,-15,19
501,957,511,-17,19
502,955,511,-19,19
503,953,511,-21,19
504,952,511,-22,19
505,951,510,-23,18
506,951,510,-23,18
507,950,510,-24,18
508,950,510,-24,18
509,950,510,-24,18
510,951,511,-23,19
511,951,511,-23,19
512,952,511,-22,19
513,954,511,-20,19
514,955,511,-19,19
515,957,511,-17,19
516,959,511,-15,19
517,962,511,-12,19
518,964,511,-10,19
519,967,511,-7,19
520,970,511,-4,19
521,973,511,-1,19
522,975,511,1,19
523,978,511,4,19
524,982,511,8,19
525,985,511,11,19
526,988,511,14,19
527,990,511,16,19
528,993,511,19,19
529,996,511,22,19
530,999,511,25,19
531,1001,511,27,19
532,1003,511,29,19
533,1005,511,31,19
534,1007,511,33,19
535,1009,511,35,19
536,1010,511,36,19
537,1011,511,37,19
538,1012,511,38,19
539,1013,511,39,19
540,1013,511,39,19
541,1013,511,39,19
542,1013,511,39,19
543,1013,511,39,19
544,1013,511,39,19
545,1013,511,39,19
546,1012,511,38,19
547,1011,511,37,19
548,1010,511,36,19
549,1008,511,34,19
550,1007,511,33,19
551,1005,511,31,19
552,1003,511,29,19
553,1001,511,27,19
554,998,511,24,19
555,996,511,22,19
556,994,511,20,19
557,992,511,18,19
558,990,511,16,19
559,987,511,13,19
560,985,511,11,19
561,983,511,9,19
562,981,511,7,19
563,980,511,6,19
564,978,511,4,19
565,977,511,3,19
566,976,511,2,19
567,975,511,1,19
568,974,511,0,19
569,974,511,0,19
570,974,511,0,19
571,973,511,-1,19
572,973,511,-1,19
573,973,511,-1,19
574,974,511,0,19
575,974,511,0,19
576,976,511,2,19
577,977,511,3,19
578,979,511,5,19
579,980,511,6,19
580,982,511,8,19
581,984,511,10,19
582,986,511,12,19
583,988,512,14,20
584,991,511,17,19
585,993,511,19,19
586,996,511,22,19
587,998,511,24,19
588,1001,511,27,19
589,1003,511,29,19
590,1006,511,32,19
591,1008,511,34,19
592,1011,511,37,19
593,1013,511,39,19
594,1015,511,41,19
595,1018,511,44,19
596,1020,511,46,19
597,1021,511,47,19
598,1023,511,49,19
599,1025,511,51,19
600,1026,511,52,19
601,1027,511,53,19
602,1028,511,54,19
603,1028,511,54,19
604,1029,511,55,19
605,1029,510,55,18
606,1029,510,55,18
607,1029,510,55,18
608,1029,511,55,19
609,1029,511,55,19
610,1028,511,54,19
611,1027,511,53,19
612,1026,511,52,19
613,1025,511,51,19
614,1023,511,49,19
615,1022,511,48,19
616,1020,511,46,19
617,1018,511,44,19
618,1016,511,42,19
619,1014,511,40,19
620,1012,511,38,19
621,1010,511,36,19
622,1008,511,34,19
623,1006,511,32,19
624,1003,511,29,19
625,1002,511,28,19
626,1000,511,26,19
627,998,511,24,19
628,996,511,22,19
629,995,511,21,19
630,993,511,19,19
631,992,511,18,19
632,991,511,17,19
633,990,511,16,19
634,990,511,16,19
635,989,511,15,19
636,989,511,15,19
637,989,511,15,19
638,989,511,15,19
639,989,511,15,19
640,990,511,16,19
641,990,511,16,19
642,991,511,17,19
643,992,511,18,19
644,993,511,19,19
645,995,511,21,19
646,996,511,22,19
647,997,511,23,19
648,999,511,25,19
649,1001,511,27,19
650,1003,511,29,19
